UNIQIDNEW,SHS_2CLA,NUMCARS_NEW,dyear,council,area,MD20QUIN,RTPSEGIS,RTParea,numkids,hhsize,hhtype_new,nssec2,seg,htcostsum_1,htcostsum_2,htcostsum_3,htcostsum_4,htcostsum_5,htcostsum_6,htcostsum_7,htcostsum_8,htcostsum_9,htcostamt_1,htcostamt_2,htcostamt_3,htcostamt_4,htcostamt_5,htcostamt_6,htcostamt_7,htcostamt_8,htcostamt_9,hb1,hb509,hc4,ht2a,hk2,hk3,hk4,hk5,mortgage_sum,mortgage_amt,rent_sum,rent_amt,shared_ownership_sum,shared_ownership_amt,ra1
3176677972,Rural,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,1,2,Single parent,Lower managerial and professional occupations,Employers and managers - small establishments,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,100,,,,,,,,,House or bungalow,Buying with mortgage/loan,2,Heat pump systems,Manage quite well,No,,No,Buying with mortgage - amount given by respondent,500,Buying with a mortgage,,Buying with a mortgage,,2
6416694247,Rural,0,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,4,,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,19
6106570288,Rural,2+,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,2,Small adult,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,4,,Manage very well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,28
35912321,Rural,0,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,1,4,Small family,Lower supervisory and technical occupations,Skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Manage quite well,No,,No,Buying with mortgage - amount given by respondent,600,Buying with a mortgage,,Buying with a mortgage,,10
542756562,Rural,0,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,2328,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,Electric storage heaters,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,400,Renting HA/LA/PRS,,5
8250375427,Rural,1,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,1,,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,13
8288833428,Rural,2+,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,1,4,Small family,Lower managerial and professional occupations,Junior non-manual workers,"Use, pay separately, amount given",Do not use,Do not use,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,,4200,,,450,,,,,,House or bungalow,Buying with mortgage/loan,4,Heat pump systems,Manage quite well,No,,No,Buying with mortgage - amount given by respondent,600,Buying with a mortgage,,Buying with a mortgage,,2
4057919006,Rural,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,4,,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,25
2999903104,Rural,2+,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Small adult,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,5+,,Manage quite well,No,,No,Buying with mortgage - amount given by respondent,700,Buying with a mortgage,,Buying with a mortgage,,7
4803508851,Rural,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay separately, amount missing",Do not use,"Use, pay separately, amount missing","Use, pay separately, amount missing",Do not use,Do not use,Do not use,Do not use,,,,,,,,,,,House or bungalow,Own it outright,4,"Solid fuel-open grate, enclosed grate/stove",Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
1969958600,Rural,2+,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Older smaller,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,5+,,Manage very well,No,,No,Buying with mortgage - amount given by respondent,400,Buying with a mortgage,,Buying with a mortgage,,22
1158564622,Rural,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
1070471411,Rural,2+,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Small adult,Routine occupations,Skilled manual workers,"Use, pay separately, amount given",Do not use,"Use, pay separately, amount given","Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,,1440,,984,504,,,,,,House or bungalow,Own it outright,3,Central heating with radiators,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,27
7013995088,Rural,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay separately, amount given",Do not use,"Use, pay separately, amount given","Use, do not pay for fuel (free/DWP)",Do not use,Do not use,Do not use,Do not use,,600,,600,0,,,,,,House or bungalow,Own it outright,2,Portable gas heater (Calor gas) or paraffin heater,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,24
5799786243,Rural,0,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay separately, amount missing",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,Electric storage heaters,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount imputed,410,Renting HA/LA/PRS,,27
1350671892,Rural,1,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Part rent/part mortgage,2,,Manage quite well,,,,Part rent part mortgage,,Part rent part mortgage,,"Part rent part mortgage - rent given, but No at mortgage question",450,10
5054624006,Rural,1,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,2,Small adult,Lower managerial and professional occupations,Intermediate non-manual workers,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,1560,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,Heat pump systems,Manage quite well,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,360,Renting HA/LA/PRS,,1
9809232605,Rural,2+,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,2,Small adult,Semi-routine occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount imputed,370,Renting HA/LA/PRS,,Less than one year
1765376344,Rural,0,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay separately, amount missing",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,,,,,,,,,,House or bungalow,Own it outright,3,Electric storage heaters,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
1372515527,Rural,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay separately, amount missing",Do not use,Do not use,"Use, pay separately, amount missing",Do not use,Do not use,Do not use,"Use, pay separately, amount missing",,,,,,,,,,,House or bungalow,Own it outright,3,Heat pump systems,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,25
6498022210,Rural,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,5+,,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
5858403360,Rural,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Small adult,Higher managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,5+,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,15
166075715,Rural,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Living here rent free,2,,Get by alright,No,,No,Rent free,,Rent free,,Rent free,,30+
3518685266,Rural,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Older smaller,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,8
3582745628,Rural,2+,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,1,3,Small family,Lower managerial and professional occupations,Employers and managers - small establishments,"Use, pay separately, amount missing",Do not use,"Use, pay separately, amount given",Do not use,"Use, pay separately, amount given",Do not use,Do not use,Do not use,,,,3000,,80,,,,,House or bungalow,Own it outright,4,Underfloor heating,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,20
1666319227,Rural,2+,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Small adult,Lower managerial and professional occupations,Employers and managers - small establishments,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,4,,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
8752466733,Rural,1,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,2,Small adult,Lower managerial and professional occupations,Intermediate non-manual workers,"Use, pay separately, amount missing",Do not use,Do not use,Do not use,"Use, pay separately, amount given",Do not use,Do not use,Do not use,,,,,,120,,,,,House or bungalow,Buying with mortgage/loan,4,Electric panel heating,Get by alright,No,,No,Buying with mortgage - amount given by respondent,250,Buying with a mortgage,,Buying with a mortgage,,25
790663865,Rural,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Higher managerial and professional occupations,Employers and managers - large establishments,"Use, pay separately, amount missing",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),3,Heat pump systems,Have some financial difficulties,No,,Yes,Renting HA/LA/PRS,,Renting - amount given by respondent,500,Renting HA/LA/PRS,,7
4089033436,Rural,2+,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Older smaller,Small employers and own account workers,Own account workers (other than professional),,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,4,,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,25
2050380605,Rural,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay separately, amount missing",Do not use,Do not use,"Use, pay separately, amount missing",Do not use,Do not use,Do not use,Do not use,,,,,,,,,,,House or bungalow,Own it outright,2,Heat pump systems,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
681931755,Rural,1,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,1,Single adult,Higher managerial and professional occupations,Professional workers - self-employed,"Use, pay separately, amount given",Do not use,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,,720,,480,,,,,,,House or bungalow,Buying with mortgage/loan,3,Underfloor heating,Manage quite well,,,,Buying with mortgage - amount given by respondent,1200,Buying with a mortgage,,Buying with a mortgage,,8
4501674092,Rural,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single adult,Semi-routine occupations,Semi-skilled manual workers,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,3640,,,,,,,,,House or bungalow,Part rent/part mortgage,3,Heat pump systems,Get by alright,Yes,No,Don't know,Part rent part mortgage,,Part rent part mortgage,,Part rent part mortgage - both mortgage and rent given by respondent,460,15
9807697780,Rural,2+,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,3,5,Large family,Lower managerial and professional occupations,Intermediate non-manual workers,"Use, pay separately, amount given",Do not use,Do not use,"Use, do not pay for fuel (free/DWP)","Use, pay separately, amount given",Do not use,Do not use,Do not use,,3600,,,0,80,,,,,House or bungalow,Buying with mortgage/loan,4,Heat pump systems,Get by alright,No,,No,Buying with mortgage - amount given by respondent,750,Buying with a mortgage,,Buying with a mortgage,,14
3285617088,Rural,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Small adult,Lower supervisory and technical occupations,Foremen and supervisors,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Get by alright,,,,Buying with mortgage - amount given by respondent,260,Buying with a mortgage,,Buying with a mortgage,,
9264842294,Rural,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single adult,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),1,,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,490,Renting HA/LA/PRS,,7
1586908657,Rural,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,,Manage quite well,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,440,Renting HA/LA/PRS,,6
5329255941,Rural,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,2,4,Large family,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),4,,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,590,Renting HA/LA/PRS,,
8853404023,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Small adult,Semi-routine occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,1,,Get by alright,,,,Buying with mortgage - amount given by respondent,570,Buying with a mortgage,,Buying with a mortgage,,4
5681129051,Rural,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage very well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
8798253345,Rural,2+,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,1,4,Small family,Higher managerial and professional occupations,Professional workers - employees,"Use, pay separately, amount given",Do not use,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,,1380,,1500,,,,,,,House or bungalow,Buying with mortgage/loan,4,Central heating with radiators,Manage very well,,,,Buying with mortgage - amount given by respondent,750,Buying with a mortgage,,Buying with a mortgage,,14
430989131,Rural,2+,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Older smaller,Not classified,Inadequately described and not stated,"Use, pay separately, amount given",Do not use,"Use, pay separately, amount given",Do not use,"Use, pay separately, amount given",Do not use,Do not use,Do not use,,960,,2400,,200,,,,,House or bungalow,Own it outright,4,Central heating with radiators,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,28
7144144857,Urban,2+,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Small adult,Lower supervisory and technical occupations,Foremen and supervisors,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,4,,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,23
6770921955,Urban,2+,2023 dataset/script,W,Highlands and Islands,2,S07000001,Highlands and Islands,0,3,Small family,Intermediate occupations,Junior non-manual workers,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,2160,,,,,,,,,House or bungalow,Buying with mortgage/loan,2,Heat pump systems,Get by alright,,,,Buying with mortgage - amount given by respondent,520,Buying with a mortgage,,Buying with a mortgage,,8
1887222138,Urban,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),4,,Manage quite well,,,,Renting HA/LA/PRS,,"Renting - amount given by respondent, but not used in imputation routines",£290 or less,Renting HA/LA/PRS,,11
9572913623,Urban,1,2023 dataset/script,W,Highlands and Islands,2,S07000001,Highlands and Islands,0,2,Small adult,Small employers and own account workers,Farmers - own account,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,2,,Manage quite well,,,,Buying with mortgage - amount given by respondent,360,Buying with a mortgage,,Buying with a mortgage,,7
4499416622,Urban,2+,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,5+,,Get by alright,No,,No,"Buying with mortgage - amount given by respondent, but not used in imputation routines",£200 or less,Buying with a mortgage,,Buying with a mortgage,,13
3464708748,Rural,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Small adult,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,4,,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
9602786362,Urban,0,2023 dataset/script,W,Highlands and Islands,2,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),1,,Manage quite well,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,390,Renting HA/LA/PRS,,Less than one year
9007837860,Urban,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),1,,Manage quite well,No,,No,Renting HA/LA/PRS,,Renting - amount imputed,660,Renting HA/LA/PRS,,6
8081960794,Urban,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single adult,Semi-routine occupations,Semi-skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),1,,Manage quite well,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,420,Renting HA/LA/PRS,,2
6624071547,Urban,2+,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,2,5,Large family,Lower managerial and professional occupations,Junior non-manual workers,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,2400,,,,,,,,,House or bungalow,Buying with mortgage/loan,4,Heat pump systems,Manage quite well,No,,No,Buying with mortgage - amount imputed,550,Buying with a mortgage,,Buying with a mortgage,,11
8575088116,Rural,2+,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,2,Small adult,Small employers and own account workers,Own account workers (other than professional),"Use, pay separately, amount given",Do not use,"Use, pay separately, amount given","Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,,1120,,1400,800,,,,,,House or bungalow,Own it outright,4,Central heating with radiators,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,23
7807201351,Rural,1,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,2,Small adult,Small employers and own account workers,Own account workers (other than professional),,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,440,Renting HA/LA/PRS,,6
1129031452,Rural,0,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Get by alright,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,5
4967215820,Rural,2+,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,2,Small adult,Intermediate occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Part rent/part mortgage,3,,Get by alright,,,,Part rent part mortgage,,Part rent part mortgage,,"Part rent part mortgage - rent imputed, and No at mortgage question",380,
489970149,Rural,2+,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,2,Small adult,Lower managerial and professional occupations,Intermediate non-manual workers,"Use, pay separately, amount given",Do not use,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,,2600,,2400,,,,,,,House or bungalow,Own it outright,3,Electric storage heaters,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,10
8658987534,Rural,2+,2023 dataset/script,W,Highlands and Islands,3,S07000001,Highlands and Islands,0,2,Small adult,Routine occupations,Skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),3,,Are in deep financial trouble,Yes,Yes,Yes,Renting HA/LA/PRS,,Renting - amount given by respondent,420,Renting HA/LA/PRS,,
463603093,Urban,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single adult,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Have some financial difficulties,Yes,Yes,Yes,OO without mortgage,,OO without mortgage,,OO without mortgage,,7
6361214798,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single adult,Semi-routine occupations,Semi-skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,
1733258889,Urban,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Small adult,Lower managerial and professional occupations,Intermediate non-manual workers,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,2080,,,,,,,,,House or bungalow,Part rent/part mortgage,2,Electric storage heaters,Manage quite well,No,,No,Part rent part mortgage,,Part rent part mortgage,,"Part rent part mortgage - rent given, but No at mortgage question",420,5
6645892672,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Small adult,Routine occupations,Unskilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Don't manage very well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,7
8927861121,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Older smaller,Not classified,Inadequately described and not stated,"Use, pay separately, amount given",Do not use,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,,960,,1000,,,,,,,House or bungalow,Own it outright,3,Central heating with radiators,Get by alright,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,7
9767857528,Urban,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,Less than one year
2022774462,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Small adult,Lower supervisory and technical occupations,Foremen and supervisors,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,2904,,,,,,,,,House or bungalow,Own it outright,4,Warm air central heating,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,
7782868058,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single adult,Semi-routine occupations,Semi-skilled manual workers,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,3120,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,Electric storage heaters,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,340,Renting HA/LA/PRS,,2
7306079524,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,2,4,Large family,Semi-routine occupations,Skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,23
9599816384,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Older smaller,Routine occupations,Skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
1436764072,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Small adult,Lower supervisory and technical occupations,Foremen and supervisors,"Use, pay separately, amount given",Do not use,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,,1560,,1000,,,,,,,House or bungalow,Own it outright,2,Central heating with radiators,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,28
1655312307,Urban,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single adult,Lower supervisory and technical occupations,Foremen and supervisors,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,580,Renting HA/LA/PRS,,3
5196319800,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
9202849664,Urban,0,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single adult,Lower managerial and professional occupations,Intermediate non-manual workers,"Use, pay separately, amount missing",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,Electric storage heaters,Manage quite well,,,,Renting HA/LA/PRS,,"Renting - amount given by respondent, but not used in imputation routines",£290 or less,Renting HA/LA/PRS,,2
4997624392,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,1,Single pensioner,Semi-routine occupations,Semi-skilled manual workers,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,1848,,,,,,,,,House or bungalow,Own it outright,3,Electric storage heaters,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
9577859947,Urban,1,2023 dataset/script,W,Highlands and Islands,4,S07000001,Highlands and Islands,0,2,Older smaller,Not classified,Inadequately described and not stated,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,1600,,,,,,,,,House or bungalow,Own it outright,3,Warm air central heating,Manage very well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
