UNIQIDNEW,SHS_2CLA,NUMCARS_NEW,dyear,council,area,MD20QUIN,RTPSEGIS,RTParea,numkids,hhsize,hhtype_new,nssec2,seg,htcostsum_1,htcostsum_2,htcostsum_3,htcostsum_4,htcostsum_5,htcostsum_6,htcostsum_7,htcostsum_8,htcostsum_9,htcostamt_1,htcostamt_2,htcostamt_3,htcostamt_4,htcostamt_5,htcostamt_6,htcostamt_7,htcostamt_8,htcostamt_9,hb1,hb509,hc4,ht2a,hk2,hk3,hk4,hk5,mortgage_sum,mortgage_amt,rent_sum,rent_amt,shared_ownership_sum,shared_ownership_amt,ra1
2219799869,Urban,2+,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,1,Single pensioner,Routine occupations,Unskilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,2,,Manage quite well,No,,No,Buying with mortgage - amount given by respondent,370,Buying with a mortgage,,Buying with a mortgage,,25
6143704871,Urban,1,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,2,Older smaller,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,4800,House or bungalow,Own it outright,4,Central heating with radiators,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
8482312159,Urban,2+,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,3,Large adult,Semi-routine occupations,Junior non-manual workers,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,3000,House or bungalow,Own it outright,5+,Central heating with radiators,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
7953085875,Urban,2+,2023 dataset/script,A,Grampian,4,S07000002,North East,0,3,Large adult,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Get by alright,No,,No,"Buying with mortgage - amount given by respondent, but not used in imputation routines","£1,320 or more",Buying with a mortgage,,Buying with a mortgage,,26
1379589127,Rural,2+,2023 dataset/script,B,Grampian,5 - 20% least deprived,S07000002,North East,0,2,Small adult,Higher managerial and professional occupations,Professional workers - employees,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Get by alright,No,,No,Buying with mortgage - amount given by respondent,900,Buying with a mortgage,,Buying with a mortgage,,1
9317150236,Urban,0,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,2,Small adult,Small employers and own account workers,Own account workers (other than professional),,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,4,,Manage very well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
288178670,Urban,1,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,3,Small family,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,2,,Have some financial difficulties,,,,"Buying with mortgage - amount given by respondent, but not used in imputation routines",£200 or less,Buying with a mortgage,,Buying with a mortgage,,2
7298267604,Urban,2+,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,3,Large adult,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Get by alright,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
3077358366,Urban,1,2023 dataset/script,A,Grampian,4,S07000002,North East,2,3,Single parent,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Get by alright,,,,Buying with mortgage - amount given by respondent,860,Buying with a mortgage,,Buying with a mortgage,,9
2245662455,Urban,1,2023 dataset/script,A,Grampian,4,S07000002,North East,0,1,Single adult,Lower managerial and professional occupations,Intermediate non-manual workers,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,2400,House or bungalow,Buying with mortgage/loan,3,Central heating with radiators,Don't manage very well,,,,Buying with mortgage - amount given by respondent,800,Buying with a mortgage,,Buying with a mortgage,,11
1091086567,Rural,2+,2023 dataset/script,B,Grampian,5 - 20% least deprived,S07000002,North East,0,3,Large adult,Semi-routine occupations,Junior non-manual workers,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,3372,House or bungalow,Own it outright,2,Central heating with radiators,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,21
1303442890,Urban,1,2023 dataset/script,A,Grampian,4,S07000002,North East,2,4,Small family,Lower managerial and professional occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,4,,Manage quite well,,,,Buying with mortgage - amount given by respondent,1200,Buying with a mortgage,,Buying with a mortgage,,9
2004649169,Urban,2+,2023 dataset/script,A,Grampian,4,S07000002,North East,0,2,Small adult,Lower managerial and professional occupations,Employers and managers - small establishments,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Get by alright,No,,No,Buying with mortgage - amount given by respondent,810,Buying with a mortgage,,Buying with a mortgage,,2
7256504702,Urban,2+,2023 dataset/script,A,Grampian,4,S07000002,North East,0,2,Small adult,Lower supervisory and technical occupations,Skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Manage quite well,,,,Buying with mortgage - amount given by respondent,850,Buying with a mortgage,,Buying with a mortgage,,3
7258480167,Rural,1,2023 dataset/script,B,Grampian,4,S07000002,North East,0,2,Older smaller,Not classified,Inadequately described and not stated,"Use, pay separately, amount missing",Do not use,"Use, pay separately, amount missing",Do not use,Do not use,Do not use,Do not use,Do not use,,,,,,,,,,,House or bungalow,Own it outright,3,Central heating with radiators,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
269184961,Urban,1,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,4,Small family,Semi-routine occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Don't manage very well,No,,No,Buying with mortgage - amount given by respondent,990,Buying with a mortgage,,Buying with a mortgage,,4
8225817363,Urban,0,2023 dataset/script,A,Grampian,3,S07000002,North East,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount imputed,380,Renting HA/LA/PRS,,10
4883054090,Urban,1,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,2,Small adult,Small employers and own account workers,Own account workers (other than professional),,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage very well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
6568361935,Urban,1,2023 dataset/script,A,Grampian,3,S07000002,North East,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,4,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,11
2752390760,Urban,0,2023 dataset/script,A,Grampian,3,S07000002,North East,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,,Get by alright,,,,Renting HA/LA/PRS,,"Renting - amount given by respondent, but not used in imputation routines",£290 or less,Renting HA/LA/PRS,,30+
8667696830,Urban,1,2023 dataset/script,A,Grampian,3,S07000002,North East,0,2,Small adult,Lower managerial and professional occupations,Employers and managers - small establishments,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Buying with mortgage/loan,3,,Get by alright,,,,Buying with mortgage - amount given by respondent,320,Buying with a mortgage,,Buying with a mortgage,,4
8354365229,Urban,2+,2023 dataset/script,A,Grampian,4,S07000002,North East,0,2,Older smaller,Lower managerial and professional occupations,Employers and managers - small establishments,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),5+,,Manage very well,No,,No,Renting HA/LA/PRS,,"Renting - amount given by respondent, but not used in imputation routines",£940 or more,Renting HA/LA/PRS,,1
3516247678,Urban,2+,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,2,Small adult,Higher managerial and professional occupations,Professional workers - employees,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,4,,Manage very well,No,,No,Buying with mortgage - amount given by respondent,1000,Buying with a mortgage,,Buying with a mortgage,,15
3717749412,Urban,2+,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,4,,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
7668274650,Urban,0,2023 dataset/script,A,Grampian,3,S07000002,North East,0,1,Single adult,Not classified,Inadequately described and not stated,"Use, pay separately, amount missing",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,Electric storage heaters,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,600,Renting HA/LA/PRS,,5
6453866940,Urban,2+,2023 dataset/script,A,Grampian,4,S07000002,North East,1,1,Single adult,Lower supervisory and technical occupations,Foremen and supervisors,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,4,,Manage very well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,15
1889684373,Urban,2+,2023 dataset/script,A,Grampian,4,S07000002,North East,0,3,Small family,Routine occupations,Skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Manage very well,,,,Buying with mortgage - amount given by respondent,720,Buying with a mortgage,,Buying with a mortgage,,14
9506730520,Urban,1,2023 dataset/script,A,Grampian,4,S07000002,North East,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Get by alright,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
5293180607,Urban,1,2023 dataset/script,A,Grampian,3,S07000002,North East,0,2,Small adult,Routine occupations,Skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),1,,Have some financial difficulties,Yes,No,Don't know,Renting HA/LA/PRS,,Renting - amount given by respondent,410,Renting HA/LA/PRS,,5
8463829848,Urban,2+,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,1,3,Small family,Higher managerial and professional occupations,Professional workers - employees,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Refused,,,,Buying with mortgage - amount given by respondent,1000,Buying with a mortgage,,Buying with a mortgage,,12
8474065633,Urban,1,2023 dataset/script,A,Grampian,4,S07000002,North East,2,4,Small family,Semi-routine occupations,Personal service workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Get by alright,No,,No,Buying with mortgage - amount imputed,550,Buying with a mortgage,,Buying with a mortgage,,12
4014587216,Urban,1,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,1,3,Small family,Lower managerial and professional occupations,Employers and managers - small establishments,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,900,Renting HA/LA/PRS,,Less than one year
8689283164,Urban,1,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount missing",,,,,,,,,,House or bungalow,Own it outright,3,Central heating with radiators,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
8729808246,Urban,2+,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,2,Small adult,Routine occupations,Personal service workers,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount missing",,,,,,,,,,House or bungalow,Buying with mortgage/loan,2,Central heating with radiators,Get by alright,,,,Buying with mortgage - amount given by respondent,1200,Buying with a mortgage,,Buying with a mortgage,,21
7045585406,Urban,2+,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,2,Small adult,Semi-routine occupations,Semi-skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,23
9198119109,Urban,1,2023 dataset/script,A,Grampian,4,S07000002,North East,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,17
9092941600,Urban,0,2023 dataset/script,A,Grampian,4,S07000002,North East,0,1,Single pensioner,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount missing",,,,,,,,,,House or bungalow,Own it outright,2,Central heating with radiators,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
2034190572,Urban,1,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,2,Older smaller,Intermediate occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage very well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,23
3497994747,Urban,0,2023 dataset/script,A,Grampian,4,S07000002,North East,0,3,Large adult,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,,Refused,,,,Renting HA/LA/PRS,,Renting - amount imputed,420,Renting HA/LA/PRS,,
4950997825,Urban,2+,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,2,Small adult,Lower managerial and professional occupations,Employers and managers - small establishments,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
6303715324,Urban,1,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,2,Small adult,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Buying with mortgage/loan,1,,Get by alright,,,,Buying with mortgage - amount imputed,540,Buying with a mortgage,,Buying with a mortgage,,30+
5280936421,Urban,1,2023 dataset/script,A,Grampian,4,S07000002,North East,0,3,Small family,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Get by alright,,,,Buying with mortgage - amount given by respondent,"£1,320 or more",Buying with a mortgage,,Buying with a mortgage,,
7510039964,Urban,2+,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,4,,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,17
1467879276,Urban,2+,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,2,Small adult,Intermediate occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,20
7743655708,Urban,1,2023 dataset/script,A,Grampian,4,S07000002,North East,3,5,Large family,Higher managerial and professional occupations,Professional workers - employees,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount missing",,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),3,Central heating with radiators,Get by alright,,,,Renting HA/LA/PRS,,"Renting - amount given by respondent, but not used in imputation routines",£940 or more,Renting HA/LA/PRS,,1
1422010684,Urban,1,2023 dataset/script,A,Grampian,4,S07000002,North East,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
5442913268,Urban,0,2023 dataset/script,A,Grampian,4,S07000002,North East,0,2,Older smaller,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,2400,House or bungalow,Rents (including rents paid by housing benefit),1,Central heating with radiators,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,380,Renting HA/LA/PRS,,13
4248508881,Urban,2+,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,2,Small adult,Intermediate occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,550,Renting HA/LA/PRS,,Less than one year
1653284888,Urban,2+,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
5911699962,Urban,1,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,1,Single adult,Lower managerial and professional occupations,Employers and managers - small establishments,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,1,,Get by alright,No,,No,Buying with mortgage - amount given by respondent,670,Buying with a mortgage,,Buying with a mortgage,,17
8448212062,Urban,1,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,1,Single adult,Lower managerial and professional occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,1,,Get by alright,No,,No,Buying with mortgage - amount given by respondent,500,Buying with a mortgage,,Buying with a mortgage,,8
9942557275,Urban,0,2023 dataset/script,A,Grampian,2,S07000002,North East,0,1,Single adult,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount imputed,430,Renting HA/LA/PRS,,14
6785687445,Urban,1,2023 dataset/script,A,Grampian,2,S07000002,North East,0,2,Small adult,Routine occupations,Skilled manual workers,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount imputed,370,Renting HA/LA/PRS,,12
5276810848,Urban,0,2023 dataset/script,A,Grampian,2,S07000002,North East,0,1,Single adult,Routine occupations,Unskilled manual workers,"Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,1308,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,Central heating with radiators,Are in deep financial trouble,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,380,Renting HA/LA/PRS,,28
3126444319,Urban,0,2023 dataset/script,A,Grampian,2,S07000002,North East,0,4,Small family,Small employers and own account workers,Own account workers (other than professional),,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,,Manage very well,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,700,Renting HA/LA/PRS,,
3482696666,Urban,0,2023 dataset/script,A,Grampian,1 - 20% most deprived,S07000002,North East,0,1,Single adult,Routine occupations,Semi-skilled manual workers,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,,Don't manage very well,Yes,Yes,No,Renting HA/LA/PRS,,Renting - amount imputed,400,Renting HA/LA/PRS,,
4321426512,Urban,0,2023 dataset/script,A,Grampian,1 - 20% most deprived,S07000002,North East,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount imputed,430,Renting HA/LA/PRS,,10
3183432985,Urban,0,2023 dataset/script,A,Grampian,1 - 20% most deprived,S07000002,North East,0,2,Small adult,Intermediate occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),3,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount imputed,400,Renting HA/LA/PRS,,
5244052806,Urban,0,2023 dataset/script,A,Grampian,1 - 20% most deprived,S07000002,North East,0,2,Small adult,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,1800,"A flat, maisonette or apartment (including )",Own it outright,2,Central heating with radiators,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,7
4640645729,Urban,0,2023 dataset/script,A,Grampian,2,S07000002,North East,0,3,Small family,Small employers and own account workers,Own account workers (other than professional),,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Part rent/part mortgage,1,,Manage quite well,,,,Part rent part mortgage,,Part rent part mortgage,,"Part rent part mortgage - rent given, but No at mortgage question",540,
3370850124,Urban,1,2023 dataset/script,A,Grampian,4,S07000002,North East,0,2,Small adult,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,700,Renting HA/LA/PRS,,
9924208865,Urban,1,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,3,Large adult,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),5+,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,530,Renting HA/LA/PRS,,Less than one year
3293619543,Urban,0,2023 dataset/script,A,Grampian,2,S07000002,North East,0,1,Single adult,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,600,Renting HA/LA/PRS,,4
6921994416,Urban,2+,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,3,Large adult,Higher managerial and professional occupations,Employers and managers - large establishments,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,2040,House or bungalow,Buying with mortgage/loan,3,Central heating with radiators,Manage quite well,No,,No,Buying with mortgage - amount imputed,1000,Buying with a mortgage,,Buying with a mortgage,,3
1977793240,Urban,1,2023 dataset/script,A,Grampian,2,S07000002,North East,0,1,Single adult,Lower supervisory and technical occupations,Semi-skilled manual workers,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,1992,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,Central heating with radiators,Manage quite well,No,,No,Renting HA/LA/PRS,,Renting - amount imputed,380,Renting HA/LA/PRS,,17
2004804263,Urban,1,2023 dataset/script,A,Grampian,1 - 20% most deprived,S07000002,North East,0,1,Single adult,Small employers and own account workers,Own account workers (other than professional),,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,,Manage quite well,No,,No,Renting HA/LA/PRS,,Renting - amount imputed,360,Renting HA/LA/PRS,,6
890009646,Urban,0,2023 dataset/script,A,Grampian,1 - 20% most deprived,S07000002,North East,0,1,Single pensioner,Intermediate occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,,Manage quite well,,,,Renting HA/LA/PRS,,Renting - amount imputed,420,Renting HA/LA/PRS,,12
5006114929,Urban,1,2023 dataset/script,A,Grampian,2,S07000002,North East,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Own it outright,3,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
5752571076,Urban,1,2023 dataset/script,A,Grampian,2,S07000002,North East,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Own it outright,2,,Get by alright,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,2
3538646465,Urban,0,2023 dataset/script,A,Grampian,2,S07000002,North East,0,1,Single pensioner,Routine occupations,Unskilled manual workers,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,,Don't manage very well,,,,Renting HA/LA/PRS,,Renting - amount imputed,400,Renting HA/LA/PRS,,7
3837638097,Urban,1,2023 dataset/script,A,Grampian,5 - 20% least deprived,S07000002,North East,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Own it outright,2,,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,5
4082470350,Urban,1,2023 dataset/script,A,Grampian,3,S07000002,North East,0,2,Small adult,Small employers and own account workers,Own account workers (other than professional),"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,3600,House or bungalow,Rents (including rents paid by housing benefit),3,Central heating with radiators,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,440,Renting HA/LA/PRS,,28
7395799909,Urban,2+,2023 dataset/script,A,Grampian,2,S07000002,North East,1,6,Large family,Higher managerial and professional occupations,Employers and managers - large establishments,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage very well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,20
3912899075,Urban,2+,2023 dataset/script,A,Grampian,4,S07000002,North East,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
2752734074,Urban,1,2023 dataset/script,A,Grampian,3,S07000002,North East,0,2,Single parent,Lower managerial and professional occupations,Employers and managers - small establishments,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Buying with mortgage/loan,3,,Get by alright,,,,Buying with mortgage - amount given by respondent,280,Buying with a mortgage,,Buying with a mortgage,,5
4171923855,Urban,1,2023 dataset/script,A,Grampian,4,S07000002,North East,0,1,Single adult,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,2760,"A flat, maisonette or apartment (including )",Own it outright,2,Central heating with radiators,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
5960866171,Urban,0,2023 dataset/script,A,Grampian,2,S07000002,North East,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,22
